-7.714,1.4003,-5.5436,-4.4678,-10.879,2.4456,4.1086,-0.4932
-8.2068,0.3102,-2.4347,-5.2855,-10.9515,1.6774,5.4446,-1.9093
-3.4726,7.802,6.2183,2.005,-0.3914,9.0565,-3.7911,-7.6537
-0.0425,-4.4324,-4.1782,9.1927,-6.3841,-4.0224,1.7523,-2.47
-0.5698,-8.4414,-4.5141,9.2633,-5.5798,-5.0828,-1.1388,5.784
-3.922,9.8643,7.6595,6.6036,-0.6206,6.9066,-3.934,-8.0875
-1.4691,-8.1933,-2.836,8.5712,-4.1695,-4.6904,-0.7598,5.1221
-7.1002,0.8713,-2.9447,-4.8582,-10.0158,0.1606,3.0178,-2.9472
-0.2895,-4.379,-2.7288,9.922,-5.8713,-3.475,4.5659,-3.6465
-2.2289,6.539,7.5965,3.6605,-0.7586,8.2151,-3.5035,-6.6102
-1.7242,2.9906,-9.6002,-5.3903,-0.3605,-10.1586,-8.6647,-9.5896
-3.4067,8.8764,4.5519,7.8047,-5.1226,-6.8241,8.284,-9.0588
-3.6543,10.1895,4.6138,11.2791,-6.5141,-5.392,6.8487,-7.9972
-2.1245,2.6081,-8.189,-5.338,-1.456,-9.3753,-8.2637,-9.2548
-2.023,-8.5481,-3.0302,9.0124,-2.7571,-3.4922,-1.7651,8.7643
-0.2243,-9.6656,-4.1047,9.7193,-6.2657,-5.7474,-2.5489,6.2792
1.4562,-6.1645,-4.2789,8.8856,-5.8101,-4.7837,4.8586,-1.392
-8.1471,0.598,-3.8413,-4.356,-8.8441,0.8855,4.0159,-2.9497
-7.3719,-0.6611,-3.2305,-4.728,-11.0619,0.112,3.9198,-3.1156
-7.5464,2.6642,-8.993,-1.5437,4.0046,-1.2285,-10.1226,-6.1859
-0.6644,4.0889,-9.0041,-5.2587,0.9617,-7.093,-8.2059,-9.513
-8.0353,1.0419,-6.6292,-1.633,4.1358,-2.8904,-11.4465,-5.7877
-3.0771,-11.4363,-5.4371,8.1989,-5.9079,-4.8668,-3.3359,8.4027
0.0456,-7.7984,-3.6681,10.3943,-3.5814,-6.7277,-1.6998,6.1736
0.2201,-6.7759,-3.5632,7.315,-7.1828,-4.1417,3.3591,-1.9386
-3.2823,8.8088,6.4136,4.9019,-0.8586,7.1976,-6.2818,-8.9499
-1.6295,9.304,7.3811,5.0941,-1.6592,6.8392,-5.7156,-7.5399
-7.1948,-1.6055,-2.8426,-3.248,-9.7926,2.0286,4.5341,-0.6053
-1.4684,-10.0765,-4.5932,9.6642,-4.3533,-6.7712,-2.0228,6.3782
-4.7264,8.6415,4.7126,11.0061,-4.4363,-7.8846,8.5541,-8.0582
-9.1141,0.9688,-8.6885,-1.7845,5.1601,-1.7877,-8.8791,-6.6251
2.411,-5.401,-3.6429,10.3498,-5.8046,-4.7995,2.4241,-4.1098
-0.9292,4.1878,-7.6025,-6.1082,1.4965,-9.4754,-6.7052,-8.192
-2.3145,-7.4707,-3.5826,9.0511,-5.0066,-2.8223,-2.2751,6.0589
1.1533,-3.4172,-3.0043,8.855,-6.8196,-3.1604,4.6273,-2.7791
-7.2591,0.284,-9.76,-2.9672,3.1573,-1.1596,-9.2141,-6.3165
0.4187,-4.5311,-2.8436,8.4188,-6.6333,-5.9782,4.9371,-3.1945
-2.4657,8.2674,5.6704,12.0278,-6.2154,-7.3828,7.7986,-9.842
1.0941,-4.1698,-2.8953,9.7619,-6.154,-4.1687,3.1611,-3.3325
-7.9039,0.8255,-9.2445,-2.2289,3.2205,-0.5562,-7.7015,-6.6093
-7.6964,-0.4379,-3.3466,-2.9678,-9.0506,1.771,3.9616,-2.9507
-6.2829,-1.7315,-2.8227,-5.3471,-10.626,1.5209,3.9096,-1.5015
-8.4807,0.794,-8.7777,-0.6636,2.0467,-2.4321,-10.6441,-6.8824
0.0792,-7.6986,-3.4394,9.22,-4.4456,-4.5922,-3.1896,7.184
-1.161,-6.9286,-4.1478,9.4825,-4.3903,-4.8542,-2.5185,7.2327
-1.2826,3.898,-6.8135,-4.8301,1.9317,-10.3202,-9.2487,-9.4819
-2.1051,2.892,-9.0848,-5.1181,-0.1118,-7.783,-7.8282,-8.122
-6.5102,1.23,-7.2362,0.4053,2.7959,-1.6565,-9.5948,-5.354
-4.2365,10.2298,4.3857,10.7292,-5.2128,-7.5374,8.7881,-9.3569
-7.7776,-1.4928,-2.0712,-4.8787,-8.7301,2.8517,4.0576,-2.3446
0.1415,3.4707,-7.6156,-4.6192,0.6967,-6.5957,-6.33,-9.4925
-11.1045,1.667,-8.3401,-4.3874,2.8396,-0.2491,-9.7193,-5.6767
0.0903,-9.7862,-2.8641,8.0919,-4.8315,-3.098,-2.0053,6.3413
-7.8882,0.5769,-2.7416,-4.1544,-9.6257,3.8739,3.8586,-1.8079
-1.8083,-4.1592,-3.8984,9.3932,-5.4915,-5.5352,2.9765,-2.6053
-1.8502,-9.6385,-3.4712,8.8766,-3.9797,-4.8469,-1.4872,8.1456
-9.2016,0.0515,-9.8327,-1.044,5.4152,-1.3286,-8.2284,-6.0091
-1.3477,-8.0822,-5.1192,8.1565,-2.3363,-6.1181,-2.6141,6.6553
1.4126,-8.5559,-2.5036,9.8793,-4.1033,-5.5974,0.5897,7.88
-0.7464,-9.5463,-3.2631,7.456,-3.4178,-4.1779,-2.7903,8.3213
-6.1039,0.1491,-2.8933,-2.8679,-10.5004,1.8149,4.2834,-2.6337
-8.7286,0.2396,-3.8132,-2.9007,-8.6483,1.0105,5.2256,-1.0441
0.4243,5.89,-7.9482,-3.6138,-0.081,-9.2044,-7.1987,-8.2638
-3.8019,10.3083,7.6978,5.4255,-0.3969,6.5011,-3.8522,-8.4795
-6.0549,-0.4131,-4.5055,-3.5877,-8.8797,1.7577,4.0646,-1.4129
-9.3973,2.8763,-8.0758,-3.103,4.2787,-1.1799,-9.4988,-5.6103
-2.9247,9.2201,5.8863,9.1546,-5.8578,-8.9257,10.4113,-9.1981
-0.5928,2.5988,-6.0579,-4.2068,-0.0539,-6.6228,-7.7193,-9.7207
-3.4879,8.8699,6.5585,4.1265,-0.9627,5.2488,-4.7324,-9.067
-5.6031,9.3692,5.6536,9.3988,-5.8874,-6.0556,6.9014,-8.3228
-7.4575,-0.2791,-3.2528,-4.5196,-9.9834,1.9772,3.8143,-2.751
1.511,-3.0756,-2.829,10.3444,-6.564,-5.4055,5.4471,-1.8972
-0.0055,-8.8385,-5.0174,9.6384,-4.9046,-5.2643,-1.1269,7.1768
-2.9424,3.295,-8.0586,-4.9931,2.2224,-9.9633,-8.4318,-6.7742
-4.6867,8.3983,5.2353,10.2537,-5.4201,-8.404,8.459,-9.4842
-9.8256,0.9729,-8.1366,-0.754,3.738,0.0583,-9.9902,-6.1062
-2.3983,8.8486,6.5676,9.7213,-5.9746,-7.3727,6.3646,-7.3428
-5.3107,7.6082,5.7588,8.9648,-4.7666,-7.2491,9.2973,-9.3972
-0.4655,1.7276,-8.486,-5.3953,1.5477,-8.8265,-9.756,-8.0456
-0.6747,-9.9431,-3.2596,9.4316,-5.0162,-6.9111,-2.6549,8.5221
-5.535,6.1268,5.5942,4.8651,-2.7627,7.5114,-4.6289,-8.9467
-4.3109,9.1438,6.4293,8.5106,-6.1212,-5.2453,8.0179,-9.3246
0.3912,-9.0347,-3.7931,7.4558,-5.5276,-4.1096,-1.6451,5.7153
-0.6491,5.0754,-8.3423,-6.3362,-0.6658,-7.1183,-8.0778,-5.9789
0.8932,-3.1699,-2.9626,11.2547,-6.0981,-5.5388,3.3971,-3.7591
-0.8303,-3.6024,-3.8151,10.0396,-6.3637,-4.829,3.1878,-3.123
-1.4027,-8.0624,-4.0392,8.3981,-4.3767,-3.9228,-1.3447,5.2023
-6.1506,-0.3437,-1.1399,-3.4745,-9.1105,1.8023,2.2522,0.4828
-0.2995,3.5195,-6.6116,-5.2037,0.6584,-8.9048,-8.2768,-5.9912
-0.1829,-8.0446,-4.0817,7.8648,-4.1632,-6.2805,-1.6891,6.1224
-1.2835,4.2855,-11.6334,-4.3038,0.8296,-7.8264,-8.2153,-8.1635
-3.0101,7.619,6.6292,3.8664,-0.8031,7.1691,-4.2447,-6.6487
-5.502,-2.2596,-3.1867,-6.2679,-9.6677,2.4474,4.9104,-1.0733
-1.1874,2.9079,-7.4255,-5.0543,0.3093,-9.4443,-8.487,-8.6964
-3.6832,6.9892,5.7206,7.5525,-1.0436,7.1129,-4.197,-7.1425
-0.2952,-4.3423,-3.8969,10.2809,-8.0675,-6.4632,4.2112,-1.2661
0.3154,-7.8924,-5.2866,8.7378,-4.0185,-4.6979,-2.4268,8.2149
